"","inegi.code","year","indicator","value","state","code","region","inegi leading","state long","state caps","state caps sa","state.new","state.new.long"
"572",6,2035,"total population",942710,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"573",6,2036,"total population",951400,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"574",6,2037,"total population",959864,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"575",6,2038,"total population",968093,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"576",6,2039,"total population",976076,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"577",6,2040,"total population",983799,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"578",6,2041,"total population",991271,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"579",6,2042,"total population",998479,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"580",6,2043,"total population",1005434,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"581",6,2044,"total population",1012111,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"582",6,2045,"total population",1018525,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"583",6,2046,"total population",1024655,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"584",6,2047,"total population",1030515,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"585",6,2048,"total population",1036082,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"586",6,2049,"total population",1041375,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"587",6,2050,"total population",1046382,"Colima","COL","West",6,"Colima","COLIMA","COLIMA","Colima","Colima"
"588",7,1970,"total population",1675318,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"589",7,1971,"total population",1719853,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"590",7,1972,"total population",1765316,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"591",7,1973,"total population",1811083,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"592",7,1974,"total population",1857114,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"593",7,1975,"total population",1903298,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"594",7,1976,"total population",1949129,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"595",7,1977,"total population",1994300,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"596",7,1978,"total population",2038915,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"597",7,1979,"total population",2082888,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"598",7,1980,"total population",2144283,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"599",7,1981,"total population",2242623,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"600",7,1982,"total population",2361333,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"601",7,1983,"total population",2482257,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"602",7,1984,"total population",2605184,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"603",7,1985,"total population",2729827,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"604",7,1986,"total population",2856241,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"605",7,1987,"total population",2984430,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"606",7,1988,"total population",3113983,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"607",7,1989,"total population",3244702,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"608",7,1990,"total population",3340157,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"609",7,1991,"total population",3399347,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"610",7,1992,"total population",3457445,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"611",7,1993,"total population",3514087,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"612",7,1994,"total population",3569173,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"613",7,1995,"total population",3622598,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"614",7,1996,"total population",3686026,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"615",7,1997,"total population",3760072,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"616",7,1998,"total population",3833244,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"617",7,1999,"total population",3905497,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"618",7,2000,"total population",3978878,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"619",7,2001,"total population",4056667,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"620",7,2002,"total population",4137733,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"621",7,2003,"total population",4219579,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"622",7,2004,"total population",4301148,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"623",7,2005,"total population",4383744,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"624",7,2006,"total population",4472341,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"625",7,2007,"total population",4567654,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"626",7,2008,"total population",4666821,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"627",7,2009,"total population",4768075,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"628",7,2010,"total population",4857906,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"629",7,2011,"total population",4944937,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"630",7,2012,"total population",5038786,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"631",7,2013,"total population",5130494,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"632",7,2014,"total population",5220622,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"633",7,2015,"total population",5307819,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"634",7,2016,"total population",5393944,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"635",7,2017,"total population",5479352,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"636",7,2018,"total population",5563869,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"637",7,2019,"total population",5647532,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"638",7,2020,"total population",5730367,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"639",7,2021,"total population",5812375,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"640",7,2022,"total population",5893520,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"641",7,2023,"total population",5973838,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"642",7,2024,"total population",6053309,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"643",7,2025,"total population",6131952,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"644",7,2026,"total population",6209802,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"645",7,2027,"total population",6286852,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"646",7,2028,"total population",6363141,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"647",7,2029,"total population",6438687,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"648",7,2030,"total population",6513512,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"649",7,2031,"total population",6587596,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"650",7,2032,"total population",6660934,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"651",7,2033,"total population",6733483,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"652",7,2034,"total population",6805223,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"653",7,2035,"total population",6876118,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"654",7,2036,"total population",6946097,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"655",7,2037,"total population",7015174,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"656",7,2038,"total population",7083279,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"657",7,2039,"total population",7150394,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"658",7,2040,"total population",7216460,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"659",7,2041,"total population",7281462,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"660",7,2042,"total population",7345364,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"661",7,2043,"total population",7408144,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"662",7,2044,"total population",7469766,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"663",7,2045,"total population",7530215,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"664",7,2046,"total population",7589492,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"665",7,2047,"total population",7647581,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"666",7,2048,"total population",7704477,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"667",7,2049,"total population",7760160,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"668",7,2050,"total population",7814634,"Chiapas","CHP","South",7,"Chiapas","CHIAPAS","CHIAPAS","Chiapas","Chiapas"
"669",8,1970,"total population",1678581,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"670",8,1971,"total population",1714262,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"671",8,1972,"total population",1750434,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"672",8,1973,"total population",1786511,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"673",8,1974,"total population",1822523,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"674",8,1975,"total population",1858394,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"675",8,1976,"total population",1893674,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"676",8,1977,"total population",1928097,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"677",8,1978,"total population",1961761,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"678",8,1979,"total population",1994569,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"679",8,1980,"total population",2031271,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"680",8,1981,"total population",2077266,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"681",8,1982,"total population",2128143,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"682",8,1983,"total population",2178883,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"683",8,1984,"total population",2229342,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"684",8,1985,"total population",2279421,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"685",8,1986,"total population",2329238,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"686",8,1987,"total population",2378894,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"687",8,1988,"total population",2428107,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"688",8,1989,"total population",2476748,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"689",8,1990,"total population",2529312,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"690",8,1991,"total population",2586047,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"691",8,1992,"total population",2642529,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"692",8,1993,"total population",2698451,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"693",8,1994,"total population",2753743,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"694",8,1995,"total population",2808244,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"695",8,1996,"total population",2863505,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"696",8,1997,"total population",2919731,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"697",8,1998,"total population",2975318,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"698",8,1999,"total population",3030151,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"699",8,2000,"total population",3078281,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"700",8,2001,"total population",3122063,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"701",8,2002,"total population",3167874,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"702",8,2003,"total population",3213827,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"703",8,2004,"total population",3259221,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"704",8,2005,"total population",3304999,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"705",8,2006,"total population",3341601,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"706",8,2007,"total population",3369106,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"707",8,2008,"total population",3397985,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"708",8,2009,"total population",3426919,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"709",8,2010,"total population",3461882,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"710",8,2011,"total population",3499552,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"711",8,2012,"total population",3531604,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"712",8,2013,"total population",3561704,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"713",8,2014,"total population",3590344,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"714",8,2015,"total population",3616481,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"715",8,2016,"total population",3649416,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"716",8,2017,"total population",3689398,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"717",8,2018,"total population",3727984,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"718",8,2019,"total population",3765325,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"719",8,2020,"total population",3801487,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"720",8,2021,"total population",3836506,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"721",8,2022,"total population",3870381,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"722",8,2023,"total population",3903129,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"723",8,2024,"total population",3934782,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"724",8,2025,"total population",3965283,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"725",8,2026,"total population",3994658,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"726",8,2027,"total population",4022902,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"727",8,2028,"total population",4050006,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"728",8,2029,"total population",4075987,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"729",8,2030,"total population",4100797,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"730",8,2031,"total population",4124424,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"731",8,2032,"total population",4146830,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"732",8,2033,"total population",4168021,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"733",8,2034,"total population",4187968,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"734",8,2035,"total population",4206666,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"735",8,2036,"total population",4224108,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"736",8,2037,"total population",4240297,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"737",8,2038,"total population",4255218,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"738",8,2039,"total population",4268867,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"739",8,2040,"total population",4281229,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"740",8,2041,"total population",4292326,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"741",8,2042,"total population",4302172,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"742",8,2043,"total population",4310752,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"743",8,2044,"total population",4318093,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"744",8,2045,"total population",4324203,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"745",8,2046,"total population",4329103,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"746",8,2047,"total population",4332795,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"747",8,2048,"total population",4335306,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"748",8,2049,"total population",4336657,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"749",8,2050,"total population",4336868,"Chihuahua","CHH","North",8,"Chihuahua","CHIHUAHUA","CHIHUAHUA","Chihuahua","Chihuahua"
"750",9,1970,"total population",7189295,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"751",9,1971,"total population",7356191,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"752",9,1972,"total population",7526322,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"753",9,1973,"total population",7697285,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"754",9,1974,"total population",7869461,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"755",9,1975,"total population",8042626,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"756",9,1976,"total population",8214817,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"757",9,1977,"total population",8385148,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"758",9,1978,"total population",8554059,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"759",9,1979,"total population",8721129,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"760",9,1980,"total population",8844083,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"761",9,1981,"total population",8878736,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"762",9,1982,"total population",8862538,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"763",9,1983,"total population",8834974,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"764",9,1984,"total population",8795494,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
"765",9,1985,"total population",8743640,"Distrito Federal","DIF","Central",9,"Distrito Federal","DISTRITO FEDERAL","DISTRITO FEDERAL","Ciudad de M<e9>xico","Ciudad de M<e9>xico"
